restaurant_id,rest_name,category ,price_tier,neighborhood,opening_hours,average_rating,good_for_kids
854,imperdiet,Greek,expensive,bronx,6:28 PM,5,true
855,suscipit,Caribbean,cheap,staten_island,1:20 AM,5,true
856,vivamus,Japanese,expensive,queens,1:07 AM,3,false
857,amet lobortis,Middle Eastern,expensive,brooklyn,10:45 AM,5,false
858,diam erat fermentum,French,expensive,brooklyn,8:15 AM,2,false
859,non,French,medium,manhattan,8:51 AM,2,false
860,id,Chinese,expensive,queens,5:53 PM,3,false
861,nulla ut,Indian,expensive,manhattan,6:34 AM,2,true
862,semper,Chinese,cheap,brooklyn,5:55 PM,1,true
863,semper,African,medium,brooklyn,12:03 PM,4,false
864,amet erat,Vegetarian,medium,brooklyn,3:02 PM,1,true
865,nec sem duis,Brazilian,expensive,manhattan,4:02 PM,1,true
866,etiam vel,Middle Eastern,medium,brooklyn,3:57 PM,3,false
867,vestibulum quam sapien,Vegetarian,medium,bronx,10:41 AM,3,false
868,curabitur,Thai,expensive,staten_island,5:41 AM,3,true
869,in purus eu,Thai,expensive,bronx,11:37 AM,4,true
870,ac,African,cheap,bronx,6:32 PM,2,false
871,congue vivamus,Japanese,expensive,brooklyn,9:03 AM,2,false
872,montes nascetur ridiculus,Korean,cheap,staten_island,6:47 AM,4,true
873,imperdiet et commodo,Vegetarian,expensive,queens,6:15 AM,3,false
874,hendrerit at vulputate,Spanish,cheap,staten_island,1:38 PM,1,false
875,mattis egestas,African,expensive,brooklyn,5:54 PM,1,false
876,lorem,Fusion,cheap,manhattan,7:05 PM,1,false
877,iaculis congue,Brazilian,cheap,staten_island,4:06 PM,5,true
878,pellentesque volutpat dui,Fusion,medium,staten_island,1:01 PM,4,true
879,ultrices mattis odio,Vegan,medium,manhattan,11:17 PM,5,true
880,vel dapibus at,Indian,medium,queens,12:07 PM,4,true
881,lobortis ligula,Vietnamese,medium,manhattan,10:15 PM,5,false
882,donec ut,African,medium,manhattan,8:25 AM,2,false
883,massa tempor convallis,Chinese,medium,bronx,3:17 PM,1,true
884,consequat,Indian,cheap,bronx,10:58 PM,2,false
885,sollicitudin mi sit,Indian,medium,manhattan,11:54 AM,5,false
886,non,Mexican,cheap,bronx,4:38 AM,5,false
887,ante,Japanese,medium,brooklyn,1:29 PM,3,false
888,iaculis congue vivamus,Middle Eastern,expensive,bronx,8:11 PM,5,true
889,curabitur convallis,Caribbean,expensive,queens,2:54 AM,4,true
890,morbi,Thai,cheap,brooklyn,1:20 PM,2,true
891,sit,Fusion,expensive,bronx,4:02 PM,5,false
892,integer pede,Greek,cheap,bronx,11:27 PM,5,false
893,justo aliquam quis,American,medium,staten_island,7:05 AM,1,true
894,quam suspendisse,Fusion,medium,brooklyn,6:46 PM,1,true
895,a pede,French,expensive,manhattan,6:31 PM,3,false
896,dolor sit amet,Mexican,expensive,bronx,1:10 PM,3,true
897,mauris sit amet,American,expensive,queens,1:21 PM,1,true
898,at turpis,Korean,cheap,queens,1:57 PM,2,false
899,at,Spanish,medium,bronx,9:40 PM,3,false
900,vivamus tortor duis,Vegetarian,medium,staten_island,9:18 AM,2,false
901,morbi vel,Vegetarian,expensive,staten_island,4:59 PM,1,true
902,auctor sed tristique,Mexican,cheap,manhattan,11:44 PM,5,true
903,platea dictumst,Vegetarian,cheap,staten_island,8:43 AM,5,true
904,augue,African,medium,queens,3:21 AM,2,false
905,lectus pellentesque,French,medium,brooklyn,7:40 PM,1,true
906,turpis,Vegan,expensive,bronx,11:35 AM,2,true
907,et ultrices,Mexican,medium,queens,12:31 PM,3,true
908,ligula pellentesque,Italian,cheap,manhattan,2:24 AM,1,false
909,imperdiet et commodo,Middle Eastern,expensive,queens,5:15 PM,2,false
910,amet,Spanish,expensive,brooklyn,9:15 AM,4,false
911,consequat metus,French,cheap,staten_island,3:53 PM,4,false
912,massa id,Spanish,expensive,brooklyn,6:05 AM,2,false
913,risus,Indian,medium,queens,2:43 AM,4,true
914,venenatis,Italian,medium,queens,2:46 PM,3,true
915,sapien,Thai,medium,staten_island,8:55 AM,3,true
916,interdum venenatis,Caribbean,cheap,brooklyn,8:13 AM,4,false
917,vitae mattis,Fusion,cheap,brooklyn,8:11 PM,2,false
918,vitae nisi nam,Mexican,medium,bronx,12:34 AM,5,true
919,adipiscing elit,American,expensive,queens,5:24 PM,5,false
920,justo maecenas rhoncus,Korean,medium,queens,8:47 PM,2,true
921,quam,African,expensive,brooklyn,8:51 AM,3,false
922,eu sapien cursus,African,medium,brooklyn,12:25 PM,3,true
923,in blandit,American,cheap,bronx,7:44 AM,4,false
924,a odio,Chinese,expensive,manhattan,12:05 AM,3,false
925,pede,Indian,expensive,queens,8:46 AM,1,true
926,commodo placerat praesent,Korean,medium,bronx,3:33 AM,4,false
927,orci,French,medium,queens,1:50 AM,2,false
928,varius,Fusion,expensive,staten_island,7:21 PM,1,false
929,adipiscing elit proin,Middle Eastern,medium,brooklyn,12:37 AM,1,true
930,dignissim vestibulum,Vegan,expensive,queens,12:56 PM,3,true
931,in tempus sit,Indian,medium,staten_island,5:54 PM,5,true
932,consectetuer eget rutrum,Mexican,medium,manhattan,3:47 PM,1,true
933,gravida,Fusion,cheap,brooklyn,10:34 PM,4,true
934,lobortis ligula,Middle Eastern,cheap,brooklyn,3:41 AM,3,true
935,porttitor id,Vegetarian,medium,staten_island,3:48 AM,1,true
936,luctus,Greek,expensive,brooklyn,9:31 PM,5,false
937,nulla,American,medium,manhattan,5:38 AM,1,true
938,sapien cum,Caribbean,expensive,queens,4:22 PM,1,true
939,odio condimentum,Vegetarian,expensive,staten_island,6:33 AM,4,true
940,vestibulum ante,Greek,medium,bronx,3:31 PM,2,false
941,amet justo morbi,Indian,expensive,staten_island,12:02 AM,3,true
942,a libero,African,cheap,staten_island,9:17 PM,2,true
943,velit,French,expensive,staten_island,1:11 AM,4,true
944,quis,Mediterranean,expensive,staten_island,8:16 PM,4,true
945,maecenas leo,Chinese,cheap,brooklyn,6:18 PM,1,true
946,eget orci vehicula,Vegetarian,expensive,bronx,4:01 PM,5,false
947,accumsan odio curabitur,Chinese,expensive,queens,9:20 PM,1,false
948,fusce,Indian,medium,queens,12:56 AM,1,true
949,sapien,Greek,medium,brooklyn,7:59 AM,2,true
950,rhoncus,Indian,cheap,staten_island,1:00 AM,3,true
951,at turpis,Vietnamese,cheap,brooklyn,2:06 PM,3,false
952,tristique,Brazilian,cheap,bronx,10:57 AM,5,false
953,neque sapien,Japanese,medium,bronx,6:30 PM,4,false
954,nam nulla integer,Japanese,cheap,brooklyn,10:39 AM,4,true
955,orci,Mexican,medium,manhattan,8:44 PM,1,false
956,felis,Mexican,expensive,staten_island,11:31 AM,3,true
957,lacus,Vietnamese,medium,queens,2:17 PM,3,true
958,aliquet at feugiat,Italian,cheap,manhattan,5:51 AM,4,true
959,porttitor lacus at,Japanese,medium,manhattan,12:05 AM,1,true
960,enim lorem,Spanish,expensive,manhattan,3:34 AM,4,false
961,ullamcorper purus sit,Italian,expensive,bronx,1:37 PM,3,true
962,tempor turpis nec,Spanish,expensive,brooklyn,3:29 AM,1,true
963,sapien in sapien,Spanish,expensive,queens,9:29 AM,3,false
964,in,Caribbean,medium,queens,3:26 PM,2,false
965,id consequat,Mexican,expensive,queens,9:03 PM,4,true
966,consequat lectus in,Thai,medium,queens,8:15 AM,5,false
967,platea,Brazilian,cheap,manhattan,7:20 PM,1,true
968,quam,Chinese,medium,bronx,9:44 PM,4,false
969,turpis,Caribbean,expensive,brooklyn,7:30 PM,5,false
970,porttitor,Thai,expensive,staten_island,7:19 PM,5,true
971,ante,Thai,medium,staten_island,3:50 PM,3,false
972,platea dictumst aliquam,African,expensive,bronx,7:06 AM,2,false
973,sem,Vietnamese,cheap,staten_island,9:11 PM,5,true
974,tristique,Indian,medium,brooklyn,6:27 AM,5,false
975,dui vel sem,Spanish,expensive,manhattan,10:00 PM,4,true
976,odio odio elementum,Vegetarian,expensive,brooklyn,5:01 PM,2,true
977,nec molestie,Japanese,expensive,bronx,11:47 PM,4,true
978,viverra eget congue,Spanish,cheap,bronx,10:06 AM,5,false
979,ipsum,Chinese,medium,staten_island,10:18 AM,5,false
980,volutpat,Japanese,medium,bronx,12:17 PM,1,true
981,massa,Italian,cheap,manhattan,8:19 PM,2,false
982,cubilia curae mauris,Spanish,expensive,brooklyn,11:35 AM,1,true
983,quis orci,Caribbean,expensive,manhattan,3:39 AM,2,true
984,quam,Vegan,expensive,bronx,4:05 PM,4,false
985,nunc donec quis,Mexican,medium,queens,6:48 AM,2,false
986,donec posuere,Indian,cheap,bronx,6:31 AM,5,false
987,eget semper rutrum,Spanish,medium,manhattan,4:33 PM,3,true
988,libero rutrum ac,Vietnamese,medium,queens,5:14 PM,1,true
989,habitasse,Thai,expensive,staten_island,9:22 AM,4,true
990,sapien urna,Caribbean,medium,brooklyn,10:39 PM,2,false
991,sed nisl nunc,Korean,expensive,staten_island,1:17 AM,2,false
992,gravida nisi,African,cheap,queens,4:29 AM,2,false
993,neque aenean auctor,Italian,medium,manhattan,6:32 AM,4,true
994,primis in,Mexican,expensive,brooklyn,7:13 PM,2,false
995,nam,French,cheap,manhattan,7:47 PM,4,true
996,lacinia sapien quis,Japanese,expensive,queens,10:49 AM,4,false
997,sem mauris,French,medium,queens,12:43 AM,1,true
998,tortor id nulla,Korean,expensive,staten_island,10:43 PM,3,true
999,mi,American,cheap,brooklyn,5:43 PM,1,true
1000,neque,Middle Eastern,cheap,staten_island,5:10 PM,1,false
